,Date,Campaign Code,Campaign Name,PO Number,Channel,Country Code,Tactic,Media Cost,Impressions,Conversions,Clicks,Month,Campaign Mode
260,2022-09-18,FW20,Run,PO668364,FB,UK,Awareness,231.42,200628,163,15477,2022-09,FW20
261,2022-09-19,FW20,Run,PO304652,FB,UK,Awareness,230.82,198623,176,15004,2022-09,FW20
262,2022-09-20,FW20,Run,PO306247,FB,UK,Conversion,520.66,87376,660,2061,2022-09,FW20
263,2022-09-21,FW20,Run,PO223362,FB,UK,Conversion,510.37,99476,660,2693,2022-09,FW20
264,2022-09-22,FW20,Run,PO356792,FB,DE,Consideration,375.71,71933,336,1631,2022-09,FW20
265,2022-09-23,FW20,Run,PO392787,FB,DE,Consideration,370.25,59936,300,1914,2022-09,FW20
266,2022-09-24,FW20,Run,PO514289,FB,DE,Awareness,388.26,201015,161,11207,2022-09,FW20
267,2022-09-25,FW20,Run,PO935977,FB,DE,Awareness,385.98,194453,140,8659,2022-09,FW20
268,2022-09-26,FW20,Run,PO590129,FB,DE,Conversion,843.9,103008,1219,6197,2022-09,FW20
269,2022-09-27,FW20,Run,PO600376,FB,DE,Conversion,834.83,116378,1180,7579,2022-09,FW20
270,2022-09-28,FW20,Run,PO140725,FB,UK,Consideration,232.33,68432,400,3998,2022-09,FW20
271,2022-09-29,FW20,Run,PO189832,FB,UK,Consideration,230.67,55070,352,4039,2022-09,FW20
272,2022-09-30,FW20,Run,PO287005,FB,UK,Awareness,239.76,223477,175,16856,2022-09,FW20
273,2022-10-01,FW20,Run,PO190660,FB,UK,Awareness,241.55,223816,166,16135,2022-10,FW20
274,2022-10-02,FW20,Run,PO236607,FB,UK,Conversion,518.5,92659,702,2185,2022-10,FW20
275,2022-10-03,FW20,Run,PO783388,FB,UK,Conversion,517.83,103039,827,2950,2022-10,FW20
276,2022-10-04,FW20,Run,PO606749,FB,DE,Consideration,374.35,74480,371,1829,2022-10,FW20
277,2022-10-05,FW20,Run,PO606272,FB,DE,Consideration,374.8,63990,320,1919,2022-10,FW20
278,2022-10-06,FW20,Run,PO925001,FB,DE,Awareness,356.55,208694,179,11471,2022-10,FW20
279,2022-10-07,FW20,Run,PO420527,FB,DE,Awareness,363.1,210414,124,8926,2022-10,FW20
280,2022-10-08,FW20,Run,PO568408,FB,DE,Conversion,834.56,99692,1271,5969,2022-10,FW20
281,2022-10-09,FW20,Run,PO582190,FB,DE,Conversion,837.61,114242,1247,7547,2022-10,FW20
282,2022-10-10,FW20,Run,PO255256,FB,UK,Consideration,232.75,77017,447,4149,2022-10,FW20
283,2022-10-11,FW20,Run,PO239270,FB,UK,Consideration,233.12,63573,374,4337,2022-10,FW20
284,2022-10-12,FW20,Run,PO282260,FB,UK,Awareness,224.39,219639,181,16379,2022-10,FW20
285,2022-10-13,FW20,Run,PO616688,FB,UK,Awareness,224.09,216544,193,15599,2022-10,FW20
286,2022-10-14,FW20,Run,PO409065,FB,UK,Conversion,515.32,98402,818,2887,2022-10,FW20
287,2022-10-15,FW20,Run,PO373685,FB,UK,Conversion,517.59,106069,834,3646,2022-10,FW20
288,2022-10-16,FW20,Run,PO764670,FB,DE,Consideration,374.91,63530,290,1958,2022-10,FW20
289,2022-10-17,FW20,Run,PO284795,FB,DE,Consideration,375.18,61871,260,1942,2022-10,FW20
290,2022-10-18,FW20,Run,PO766463,FB,DE,Awareness,357.87,187649,154,11128,2022-10,FW20
291,2022-10-19,FW20,Run,PO821189,FB,DE,Awareness,360.99,181291,120,9157,2022-10,FW20
292,2022-10-20,FW20,Run,PO970725,FB,DE,Conversion,795.15,106259,1191,5768,2022-10,FW20
293,2022-10-21,FW20,Run,PO569498,FB,DE,Conversion,800.75,112695,994,6567,2022-10,FW20
294,2022-10-22,FW20,Run,PO413128,FB,UK,Consideration,232.7,75578,388,4256,2022-10,FW20
295,2022-10-23,FW20,Run,PO546355,FB,UK,Consideration,232.63,63648,311,4509,2022-10,FW20
296,2022-10-24,FW20,Run,PO446432,FB,UK,Awareness,225.26,211505,140,15718,2022-10,FW20
297,2022-10-25,FW20,Run,PO884219,FB,UK,Awareness,225.61,209932,135,15280,2022-10,FW20
298,2022-10-26,FW20,Run,PO250807,FB,UK,Conversion,497.87,99769,758,3057,2022-10,FW20
299,2022-10-27,FW20,Run,PO611341,FB,UK,Conversion,498.88,99205,870,3927,2022-10,FW20
300,2022-10-28,FW20,Run,PO330175,FB,DE,Consideration,365.03,56644,257,1631,2022-10,FW20
301,2022-10-29,FW20,Run,PO672091,FB,DE,Consideration,366.19,56944,247,1539,2022-10,FW20
302,2022-10-30,FW20,Run,PO923461,FB,DE,Awareness,360.52,169292,111,10048,2022-10,FW20
303,2022-10-31,FW20,Run,PO956350,FB,DE,Awareness,361.26,159090,117,8196,2022-10,FW20
304,2022-11-01,FW20,Run,PO716153,FB,DE,Conversion,802.48,90580,819,4476,2022-11,FW20
305,2022-11-02,FW20,Run,PO652639,FB,DE,Conversion,818.3,98794,974,6113,2022-11,FW20
306,2022-11-03,FW20,Run,PO261782,FB,UK,Consideration,228.96,71572,362,4006,2022-11,FW20
307,2022-11-04,FW20,Run,PO742588,IG,UK,Consideration,228.35,55705,276,3638,2022-11,FW20
308,2022-11-05,FW20,Run,PO294223,IG,UK,Awareness,225.02,191781,117,14157,2022-11,FW20
309,2022-11-06,FW20,Run,PO517188,IG,UK,Awareness,226.72,194209,94,14101,2022-11,FW20
310,2022-11-07,FW20,Run,PO676057,IG,UK,Conversion,500.82,88278,650,2421,2022-11,FW20
311,2022-11-08,FW20,Run,PO358168,IG,UK,Conversion,500.11,86621,687,3462,2022-11,FW20
312,2022-11-09,FW20,Run,PO145582,IG,DE,Consideration,376.76,58581,246,1334,2022-11,FW20
313,2022-11-10,FW20,Run,PO305965,IG,DE,Consideration,376.34,57396,234,1357,2022-11,FW20
314,2022-11-11,FW20,Run,PO510485,IG,DE,Awareness,360.49,157524,126,9308,2022-11,FW20
315,2022-11-12,FW20,Run,PO865059,IG,DE,Awareness,368.25,151071,103,7882,2022-11,FW20
316,2022-11-13,FW20,Run,PO776537,IG,DE,Conversion,849.43,91107,868,4490,2022-11,FW20
317,2022-11-14,FW20,Run,PO683553,IG,DE,Conversion,845.14,99904,903,6025,2022-11,FW20
318,2022-11-15,FW20,Run,PO252171,IG,UK,Consideration,233.29,69131,324,3227,2022-11,FW20
319,2022-11-16,FW20,Run,PO373531,IG,UK,Consideration,233.77,53505,253,3086,2022-11,FW20
320,2022-11-17,FW20,Run,PO576334,IG,UK,Awareness,226.81,183062,118,13230,2022-11,FW20
321,2022-11-18,FW20,Run,PO116524,IG,UK,Awareness,226.62,183963,108,12974,2022-11,FW20
322,2022-11-19,FW20,Run,PO378323,IG,UK,Conversion,513.82,89377,578,2190,2022-11,FW20
323,2022-11-20,FW20,Run,PO264353,IG,UK,Conversion,514.18,90711,631,3327,2022-11,FW20
324,2022-11-21,FW20,Run,PO452373,IG,DE,Consideration,376.56,55385,259,1293,2022-11,FW20
325,2022-11-22,FW20,Run,PO230423,IG,DE,Consideration,375.73,52650,231,1308,2022-11,FW20
326,2022-11-23,FW20,Run,PO853141,IG,DE,Awareness,372.87,172312,135,9892,2022-11,FW20
327,2022-11-24,FW20,Run,PO523618,IG,DE,Awareness,367.43,155831,113,7938,2022-11,FW20
328,2022-11-25,FW20,Run,PO558384,IG,DE,Conversion,848.06,99868,973,5385,2022-11,FW20
329,2022-11-26,FW20,Run,PO867100,IG,DE,Conversion,843.47,111907,992,6462,2022-11,FW20
330,2022-11-27,FW20,Run,PO738104,IG,UK,Consideration,232.96,61352,249,3095,2022-11,FW20
331,2022-11-28,FW20,Run,PO889161,IG,UK,Consideration,233.54,52154,263,3001,2022-11,FW20
332,2022-11-29,FW20,Run,PO496418,IG,UK,Awareness,234.25,180382,114,13448,2022-11,FW20
333,2022-11-30,FW20,Run,PO838524,IG,UK,Awareness,231.2,178906,133,12970,2022-11,FW20
334,2022-12-01,FW20,Run,PO889233,IG,UK,Conversion,524.07,95256,681,2215,2022-12,FW20
335,2022-12-02,FW20,Run,PO431353,IG,UK,Conversion,524.4,95594,714,2951,2022-12,FW20
336,2022-12-03,FW20,Run,PO609890,IG,DE,Consideration,373.43,53033,289,1171,2022-12,FW20
337,2022-12-04,FW20,Run,PO303642,IG,DE,Consideration,373.31,49177,272,1178,2022-12,FW20
338,2022-12-05,FW20,Run,PO956811,IG,DE,Awareness,374.75,164930,136,9566,2022-12,FW20
339,2022-12-06,FW20,Run,PO263377,IG,DE,Awareness,371.45,156386,100,8098,2022-12,FW20
340,2022-12-07,FW20,Run,PO884199,IG,DE,Conversion,822.85,101122,993,5679,2022-12,FW20
341,2022-12-08,FW20,Run,PO414666,IG,DE,Conversion,820.36,107941,923,6858,2022-12,FW20
342,2022-12-09,FW20,Run,PO620711,IG,UK,Consideration,232.29,59685,287,2780,2022-12,FW20
343,2022-12-10,FW20,Run,PO873993,IG,UK,Consideration,232.84,50004,250,2930,2022-12,FW20
344,2022-12-11,FW20,Run,PO830315,IG,UK,Awareness,230.33,163621,121,12197,2022-12,FW20
345,2022-12-12,FW20,Run,PO999353,IG,UK,Awareness,228.76,162470,116,12317,2022-12,FW20
346,2022-12-13,FW20,Run,PO207650,IG,UK,Conversion,504.26,96921,680,2211,2022-12,FW20
347,2022-12-14,FW20,Run,PO581167,IG,UK,Conversion,504.59,98276,694,2519,2022-12,FW20
348,2022-12-15,FW20,Run,PO774849,IG,DE,Consideration,369.96,50836,290,1238,2022-12,FW20
349,2022-12-16,FW20,Run,PO553111,IG,DE,Consideration,369.45,45285,266,1313,2022-12,FW20
350,2022-12-17,FW20,Run,PO432489,IG,DE,Awareness,392.95,173442,140,9640,2022-12,FW20
351,2022-12-18,FW20,Run,PO434589,IG,DE,Awareness,383.52,153815,118,7883,2022-12,FW20
352,2022-12-19,FW20,Run,PO124220,IG,DE,Conversion,857.47,102450,1111,6524,2022-12,FW20
353,2022-12-20,FW20,Run,PO923520,IG,DE,Conversion,844.37,111880,1020,7272,2022-12,FW20
354,2022-12-21,FW20,Run,PO518739,IG,UK,Consideration,231.05,55704,352,2802,2022-12,FW20
355,2022-12-22,FW20,Run,PO375447,IG,UK,Consideration,229.75,47184,247,2903,2022-12,FW20
356,2022-12-23,FW20,Run,PO507647,IG,UK,Awareness,236.94,168372,169,12992,2022-12,FW20
357,2022-12-24,FW20,Run,PO927234,IG,UK,Awareness,240.0,172098,139,13221,2022-12,FW20
358,2022-12-25,FW20,Run,PO957485,IG,UK,Conversion,534.84,103555,712,2636,2022-12,FW20
359,2022-12-26,FW20,Run,PO395571,IG,UK,Conversion,531.25,101407,736,3550,2022-12,FW20
360,2022-12-27,FW20,Run,PO385871,IG,DE,Consideration,374.91,56811,310,1391,2022-12,FW20
361,2022-12-28,FW20,Run,PO465741,IG,DE,Consideration,375.01,55306,300,1412,2022-12,FW20
362,2022-12-29,FW20,Run,PO155139,IG,DE,Awareness,357.63,182138,155,9847,2022-12,FW20
363,2022-12-30,FW20,Run,PO391240,IG,DE,Awareness,358.71,173076,115,8027,2022-12,FW20
364,2022-12-31,FW20,Run,PO311744,IG,DE,Conversion,833.05,101847,1163,6298,2022-12,FW20
365,2023-01-01,FW20,Run,PO283746,IG,DE,Conversion,835.41,118607,1138,8130,2023-01,FW20
366,2023-01-02,FW20,Run,PO879437,IG,UK,Consideration,232.83,64829,342,2744,2023-01,FW20
367,2023-01-03,FW20,Run,PO574020,IG,UK,Consideration,232.86,54730,316,3299,2023-01,FW20
368,2023-01-04,FW20,Run,PO361195,IG,UK,Awareness,223.61,180012,125,13808,2023-01,FW20
369,2023-01-05,FW20,Run,PO504106,IG,UK,Awareness,225.13,181614,149,13511,2023-01,FW20
370,2023-01-06,FW20,Run,PO440768,IG,UK,Conversion,514.98,102260,749,2982,2023-01,FW20
371,2023-01-07,FW20,Run,PO562471,IG,UK,Conversion,516.4,104374,821,3918,2023-01,FW20
372,2023-01-08,FW20,Run,PO176847,IG,DE,Consideration,367.88,58522,244,1377,2023-01,FW20
373,2023-01-09,FW20,Run,PO973101,IG,DE,Consideration,368.7,58510,264,1412,2023-01,FW20
374,2023-01-10,FW20,Run,PO658678,IG,DE,Awareness,362.56,183612,167,10122,2023-01,FW20
375,2023-01-11,FW20,Run,PO546995,IG,DE,Awareness,361.04,168761,106,8667,2023-01,FW20
376,2023-01-12,FW20,Run,PO387439,IG,DE,Conversion,802.79,99227,955,5355,2023-01,FW20
377,2023-01-13,FW20,Run,PO560971,IG,DE,Conversion,803.82,121537,918,7568,2023-01,FW20
378,2023-01-14,FW20,Run,PO177305,IG,UK,Consideration,232.64,70627,339,3005,2023-01,FW20
379,2023-01-15,FW20,Run,PO857984,IG,UK,Consideration,233.33,60228,289,3485,2023-01,FW20
380,2023-01-16,FW20,Run,PO388267,IG,UK,Awareness,230.33,185081,129,14076,2023-01,FW20
381,2023-01-17,FW20,Run,PO575663,IG,UK,Awareness,230.19,181625,149,13618,2023-01,FW20
382,2023-01-18,FW20,Run,PO587666,IG,UK,Conversion,498.94,103728,561,2390,2023-01,FW20
383,2023-01-19,FW20,Run,PO560980,IG,UK,Conversion,498.69,101575,661,3304,2023-01,FW20
384,2023-01-20,FW20,Run,PO401664,IG,DE,Consideration,375.65,53453,210,1323,2023-01,FW20
385,2023-01-21,FW20,Run,PO397511,IG,DE,Consideration,375.69,53534,260,1252,2023-01,FW20
386,2023-01-22,FW20,Run,PO705294,IG,DE,Awareness,362.11,171914,140,9386,2023-01,FW20
387,2023-01-23,FW20,Run,PO154986,IG,DE,Awareness,366.35,160938,104,7937,2023-01,FW20
388,2023-01-24,FW20,Run,PO692700,IG,DE,Conversion,839.35,92515,782,4547,2023-01,FW20
389,2023-01-25,FW20,Run,PO453548,IG,DE,Conversion,839.52,104244,725,6607,2023-01,FW20
390,2023-01-26,FW20,Run,PO964515,IG,UK,Consideration,232.58,66195,290,2953,2023-01,FW20
391,2023-01-27,FW20,Run,PO595545,IG,UK,Consideration,233.0,57085,250,3483,2023-01,FW20
392,2023-01-28,FW20,Run,PO703953,IG,UK,Awareness,229.95,188899,127,13354,2023-01,FW20
393,2023-01-29,FW20,Run,PO602042,IG,UK,Awareness,229.81,190623,137,13245,2023-01,FW20
394,2023-01-30,FW20,Run,PO217162,IG,UK,Conversion,517.62,100475,496,1886,2023-01,FW20
395,2023-01-31,FW20,Run,PO782292,IG,UK,Conversion,519.13,95087,495,2440,2023-01,FW20
396,2023-02-01,FW20,Run,PO265112,IG,DE,Consideration,371.44,52945,211,1238,2023-02,FW20
397,2023-02-02,FW20,Women,PO206663,FB,DE,Consideration,369.23,51120,197,1169,2023-02,FW20
398,2023-02-03,FW20,Women,PO592284,FB,DE,Awareness,365.17,166594,143,9485,2023-02,FW20
399,2023-02-04,FW20,Women,PO233742,FB,DE,Awareness,364.18,157468,116,7957,2023-02,FW20
400,2023-02-05,FW20,Women,PO326754,FB,DE,Conversion,837.08,86921,660,3358,2023-02,FW20
401,2023-02-06,FW20,Women,PO359298,FB,DE,Conversion,808.85,91181,563,5048,2023-02,FW20
402,2023-02-07,FW20,Women,PO974921,FB,UK,Consideration,227.7,67113,312,2789,2023-02,FW20
403,2023-02-08,FW20,Women,PO433351,FB,UK,Consideration,229.17,58328,290,3378,2023-02,FW20
404,2023-02-09,FW20,Women,PO773907,FB,UK,Awareness,224.81,186697,120,13115,2023-02,FW20
405,2023-02-10,FW20,Women,PO741021,FB,UK,Awareness,223.94,187254,145,12848,2023-02,FW20
406,2023-02-11,FW20,Women,PO464923,FB,UK,Conversion,498.34,90957,434,1335,2023-02,FW20
407,2023-02-12,FW20,Women,PO207642,FB,UK,Conversion,497.8,93383,422,1879,2023-02,FW20
408,2023-02-13,FW20,Women,PO674878,FB,DE,Consideration,375.35,63133,252,1499,2023-02,FW20
409,2023-02-14,FW20,Women,PO342054,FB,DE,Consideration,376.36,61258,209,1434,2023-02,FW20
410,2023-02-15,FW20,Women,PO757260,FB,DE,Awareness,370.9,157581,134,8770,2023-02,FW20
411,2023-02-16,FW20,Women,PO955904,FB,DE,Awareness,370.82,145750,99,7561,2023-02,FW20
412,2023-02-17,FW20,Women,PO642450,FB,DE,Conversion,838.92,89596,766,3915,2023-02,FW20
413,2023-02-18,FW20,Women,PO677558,FB,DE,Conversion,850.17,94750,712,5090,2023-02,FW20
414,2023-02-19,FW20,Women,PO923757,FB,UK,Consideration,233.78,68553,296,2960,2023-02,FW20
415,2023-02-20,FW20,Women,PO118827,FB,UK,Consideration,232.96,59858,273,3380,2023-02,FW20
416,2023-02-21,FW20,Women,PO355427,FB,UK,Awareness,230.16,176343,122,12178,2023-02,FW20
417,2023-02-22,FW20,Women,PO366816,FB,UK,Awareness,229.78,176487,138,11831,2023-02,FW20
418,2023-02-23,FW20,Women,PO987999,FB,UK,Conversion,514.47,79786,400,1545,2023-02,FW20
419,2023-02-24,FW20,Women,PO227046,FB,UK,Conversion,519.79,81606,444,2264,2023-02,FW20
420,2023-02-25,FW20,Women,PO687705,FB,DE,Consideration,317.76,53818,192,1135,2023-02,FW20
421,2023-02-26,FW20,Women,PO483291,FB,DE,Consideration,313.92,51021,155,1195,2023-02,FW20
422,2023-02-27,FW20,Women,PO938970,FB,DE,Awareness,371.32,158346,128,8787,2023-02,FW20
423,2023-02-28,FW20,Women,PO173482,FB,DE,Awareness,371.22,150310,92,7295,2023-02,FW20
424,2023-03-01,FW20,Women,PO913090,FB,DE,Conversion,732.27,80233,590,3443,2023-03,FW20
425,2023-03-02,FW20,Women,PO217562,FB,DE,Conversion,718.87,86067,576,4896,2023-03,FW20
426,2023-03-03,FW20,Women,PO977942,FB,UK,Consideration,232.64,68455,264,2661,2023-03,FW20
427,2023-03-04,FW20,Women,PO326431,FB,UK,Consideration,232.05,56163,219,2994,2023-03,FW20
428,2023-03-05,FW20,Women,PO618841,FB,UK,Awareness,227.04,178141,117,11983,2023-03,FW20
429,2023-03-06,FW20,Women,PO808491,FB,UK,Awareness,227.41,179827,129,11916,2023-03,FW20
430,2023-03-07,FW20,Women,PO502404,FB,UK,Conversion,525.44,86205,358,1329,2023-03,FW20
431,2023-03-08,FW20,Women,PO393280,FB,UK,Conversion,523.13,84397,403,1994,2023-03,FW20
432,2023-03-09,FW20,Women,PO924734,FB,DE,Consideration,279.42,55361,177,1402,2023-03,FW20
433,2023-03-10,FW20,Women,PO361230,FB,DE,Consideration,279.33,54268,203,1258,2023-03,FW20
434,2023-03-11,FW20,Women,PO850214,FB,DE,Awareness,386.31,187103,149,9297,2023-03,FW20
435,2023-03-12,FW20,Women,PO507297,FB,DE,Awareness,383.68,180575,128,8181,2023-03,FW20
436,2023-03-13,FW20,Women,PO664826,FB,DE,Conversion,641.86,66799,600,2952,2023-03,FW20
437,2023-03-14,FW20,Women,PO856257,FB,DE,Conversion,638.67,73930,582,4043,2023-03,FW20
438,2023-03-15,FW20,Women,PO449047,FB,UK,Consideration,231.83,78025,319,3259,2023-03,FW20
439,2023-03-16,FW20,Women,PO838310,FB,UK,Consideration,230.63,60611,249,3414,2023-03,FW20
440,2023-03-17,FW20,Women,PO130828,FB,UK,Awareness,237.1,204339,123,13333,2023-03,FW20
441,2023-03-18,FW20,Women,PO859523,FB,UK,Awareness,236.74,205587,130,13203,2023-03,FW20
442,2023-03-19,FW20,Women,PO735238,FB,UK,Conversion,521.21,88768,478,1694,2023-03,FW20
443,2023-03-20,FW20,Women,PO729729,FB,UK,Conversion,516.06,86785,561,2323,2023-03,FW20
444,2023-03-21,FW20,Women,PO156186,FB,DE,Consideration,303.55,70305,249,1879,2023-03,FW20
445,2023-03-22,FW20,Women,PO471874,FB,DE,Consideration,304.93,70249,252,1830,2023-03,FW20
446,2023-03-23,FW20,Women,PO943058,FB,DE,Awareness,370.38,203390,168,10265,2023-03,FW20
447,2023-03-24,FW20,Women,PO192743,FB,DE,Awareness,370.44,196675,150,8632,2023-03,FW20
448,2023-03-25,FW20,Women,PO684051,FB,DE,Conversion,714.61,89681,849,4301,2023-03,FW20
449,2023-03-26,FW20,Women,PO800396,FB,DE,Conversion,708.85,100687,807,5504,2023-03,FW20
450,2023-03-27,FW20,Women,PO982661,FB,UK,Consideration,243.91,90854,387,3907,2023-03,FW20
451,2023-03-28,FW20,Women,PO891362,FB,UK,Consideration,242.2,74514,285,4167,2023-03,FW20
452,2023-03-29,FW20,Women,PO249481,FB,UK,Awareness,236.14,227353,152,14600,2023-03,FW20
453,2023-03-30,FW20,Women,PO802951,FB,UK,Awareness,236.62,229515,185,14829,2023-03,FW20
454,2023-03-31,FW20,Women,PO923141,IG,UK,Conversion,517.56,99603,604,2063,2023-03,FW20
455,2023-04-01,FW20,Women,PO245952,IG,UK,Conversion,516.8,101739,562,2802,2023-04,FW20
456,2023-04-02,FW20,Women,PO216933,IG,DE,Consideration,289.69,60739,177,1342,2023-04,FW20
457,2023-04-03,FW20,Women,PO255557,IG,DE,Consideration,289.51,61513,201,1314,2023-04,FW20
458,2023-04-04,FW20,Women,PO714993,IG,DE,Awareness,360.81,183905,150,8788,2023-04,FW20
459,2023-04-05,FW20,Women,PO543157,IG,DE,Awareness,367.65,180938,99,8083,2023-04,FW20
460,2023-04-06,FW20,Women,PO420430,IG,DE,Conversion,662.05,87342,650,3788,2023-04,FW20
461,2023-04-07,FW20,Women,PO369085,IG,DE,Conversion,658.45,97078,677,5146,2023-04,FW20
462,2023-04-08,FW20,Women,PO955770,IG,UK,Consideration,224.12,82406,325,3162,2023-04,FW20
463,2023-04-09,FW20,Women,PO692845,IG,UK,Consideration,225.78,67483,302,3464,2023-04,FW20
464,2023-04-10,FW20,Women,PO133796,IG,UK,Awareness,219.52,187681,119,12506,2023-04,FW20
465,2023-04-11,FW20,Women,PO254730,IG,UK,Awareness,219.21,188884,132,12687,2023-04,FW20
466,2023-04-12,FW20,Women,PO119608,IG,UK,Conversion,492.91,95190,501,2088,2023-04,FW20
467,2023-04-13,FW20,Women,PO894098,IG,UK,Conversion,494.05,94727,476,2704,2023-04,FW20
468,2023-04-14,FW20,Women,PO137641,IG,DE,Consideration,305.19,57801,206,1346,2023-04,FW20
469,2023-04-15,FW20,Women,PO492031,IG,DE,Consideration,305.24,57744,179,1347,2023-04,FW20
470,2023-04-16,FW20,Women,PO399584,IG,DE,Awareness,358.13,165014,143,8518,2023-04,FW20
471,2023-04-17,FW20,Women,PO281225,IG,DE,Awareness,356.97,146419,100,7687,2023-04,FW20
472,2023-04-18,FW20,Women,PO696791,IG,DE,Conversion,674.57,83122,571,3277,2023-04,FW20
473,2023-04-19,FW20,Women,PO903350,IG,DE,Conversion,669.35,91091,615,4668,2023-04,FW20
474,2023-04-20,FW20,Women,PO525603,IG,UK,Consideration,230.54,82966,330,3336,2023-04,FW20
475,2023-04-21,FW20,Women,PO402387,IG,UK,Consideration,231.84,69189,232,3424,2023-04,FW20
476,2023-04-22,FW20,Women,PO990190,IG,UK,Awareness,225.64,180673,116,12287,2023-04,FW20
477,2023-04-23,FW20,Women,PO278758,IG,UK,Awareness,225.44,182448,127,12255,2023-04,FW20
478,2023-04-24,FW20,Women,PO401235,IG,UK,Conversion,517.11,92925,515,1958,2023-04,FW20
479,2023-04-25,FW20,Women,PO962181,IG,UK,Conversion,518.98,91904,544,2673,2023-04,FW20
480,2023-04-26,FW20,Women,PO547655,IG,DE,Consideration,304.7,53214,176,932,2023-04,FW20
481,2023-04-27,FW20,Women,PO511805,IG,DE,Consideration,293.37,51903,147,957,2023-04,FW20
482,2023-04-28,FW20,Women,PO569674,IG,DE,Awareness,372.45,139486,134,9553,2023-04,FW20
483,2023-04-29,FW20,Women,PO667266,IG,DE,Awareness,372.26,100998,101,9570,2023-04,FW20
484,2023-04-30,FW20,Women,PO714520,IG,DE,Conversion,686.34,73511,460,2056,2023-04,FW20
485,2023-05-01,FW20,Women,PO237560,IG,DE,Conversion,683.14,88791,581,4623,2023-05,FW20
486,2023-05-02,FW20,Women,PO169196,IG,UK,Consideration,225.8,64203,244,2751,2023-05,FW20
487,2023-05-03,FW20,Women,PO863244,IG,UK,Consideration,229.39,59227,226,2891,2023-05,FW20
488,2023-05-04,FW20,Women,PO869303,IG,UK,Awareness,228.66,122820,120,14908,2023-05,FW20
489,2023-05-05,FW20,Women,PO620608,IG,UK,Awareness,229.6,122768,129,15086,2023-05,FW20
490,2023-05-06,FW20,Women,PO453663,IG,UK,Conversion,503.98,76878,381,1278,2023-05,FW20
491,2023-05-07,FW20,Women,PO271334,IG,UK,Conversion,506.57,84749,444,2403,2023-05,FW20
492,2023-05-08,FW20,Women,PO964488,IG,DE,Consideration,305.6,40446,149,959,2023-05,FW20
493,2023-05-09,FW20,Women,PO655965,IG,DE,Consideration,310.51,40504,155,952,2023-05,FW20
494,2023-05-10,FW20,Women,PO868895,IG,DE,Awareness,374.43,121346,125,9465,2023-05,FW20
495,2023-05-11,FW20,Women,PO394292,IG,DE,Awareness,290.93,66731,67,8063,2023-05,FW20
496,2023-05-12,FW20,Women,PO123851,IG,DE,Conversion,722.68,77410,522,2133,2023-05,FW20
497,2023-05-13,FW20,Women,PO595149,IG,DE,Conversion,719.36,77594,538,3983,2023-05,FW20
498,2023-05-14,FW20,Women,PO191375,IG,UK,Consideration,236.41,62499,252,2839,2023-05,FW20
499,2023-05-15,FW20,Women,PO723045,IG,UK,Consideration,235.3,50501,207,2966,2023-05,FW20
500,2023-05-16,FW20,Women,PO510747,IG,UK,Awareness,231.07,101933,102,17030,2023-05,FW20
501,2023-05-17,FW20,Women,PO292447,IG,UK,Awareness,229.83,96594,110,17449,2023-05,FW20
502,2023-05-18,FW20,Women,PO167838,IG,UK,Conversion,527.82,69789,412,1166,2023-05,FW20
503,2023-05-19,FW20,Women,PO278892,IG,UK,Conversion,528.23,71124,420,2077,2023-05,FW20
504,2023-05-20,FW20,Women,PO189636,IG,DE,Consideration,331.58,51272,183,1043,2023-05,FW20
505,2023-05-21,FW20,Women,PO544871,IG,DE,Consideration,336.98,50821,176,1136,2023-05,FW20
506,2023-05-22,FW20,Women,PO361375,IG,DE,Awareness,9.45,2833,3,232,2023-05,FW20
507,2023-05-23,FW20,Women,PO739265,IG,DE,Conversion,633.55,87404,518,2238,2023-05,FW20
508,2023-05-24,FW20,Women,PO738560,IG,DE,Conversion,616.29,71192,476,3510,2023-05,FW20
509,2023-05-25,FW20,Women,PO925105,IG,UK,Consideration,130.73,36253,168,1716,2023-05,FW20
510,2023-05-26,FW20,Women,PO537304,IG,UK,Consideration,119.34,29523,105,1747,2023-05,FW20
511,2023-05-27,FW20,Women,PO191210,IG,UK,Awareness,118.82,51597,67,10285,2023-05,FW20
512,2023-05-28,FW20,Women,PO901403,IG,UK,Awareness,125.64,48611,64,11021,2023-05,FW20
513,2023-05-29,FW20,Women,PO790990,IG,UK,Conversion,184.01,30013,171,598,2023-05,FW20
514,2023-05-30,FW20,Women,PO249804,IG,UK,Conversion,164.85,29307,174,983,2023-05,FW20
515,2023-05-31,FW20,Women,PO902182,IG,DE,Conversion,129.16,21332,132,464,2023-05,FW20
